cleaner, sausage, tropical fruit, whole milk, citrus fruit, onions, other vegetables, berries, hamburger meat, hamburger meat, other vegetables, hamburger meat, bottled water, butter, yogurt, yogurt, waffles, soda, sliced cheese, curd, specialty chocolate, shopping bags, bottled water, other vegetables, flower (seeds), coffee, whipped/sour cream, yogurt, whipped/sour cream, frozen potato products, candles, yogurt, bottled beer, Instant food products, frozen vegetables, shopping bags, frozen vegetables, whole milk, brown bread, bottled water, soda, frozen vegetables, Instant food products, domestic eggs, waffles, dishes, chocolate, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/blush wine, bottled water, red/blush wine, beverages, root vegetables, pork, finished products, pip fruit, soda, curd, sausage, whipped/sour cream, bottled beer, male cosmetics, other vegetables, berries, yogurt, whole milk, berries, root vegetables, soft cheese, pastry, misc. beverages, other vegetables, other vegetables, domestic eggs, misc. beverages, beverages, pip fruit, chewing gum, coffee, bottled water, brandy, rolls/buns, mustard, frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, baking powder, root vegetables, other vegetables, ham, root vegetables, fish, whipped/sour cream, sliced cheese, other vegetables, fruit/vegetable juice, canned fish, hamburger meat, hard cheese, pork, canned vegetables, onions, whipped/sour cream, bottled beer, curd, citrus fruit, root vegetables, rolls/buns, canned beer, citrus fruit, other vegetables, beef, domestic eggs, frozen potato products, whole milk, white bread, brown bread, beef, fruit/vegetable juice, brown bread, brown bread, UHT-milk, other vegetables, salty snack, soda, rolls/buns, specialty chocolate, pasta, whipped/sour cream, margarine, semi-finished bread, specialty bar, rum, butter milk, coffee, flower (seeds), white bread, chewing gum, potato products, pip fruit, white wine, sauces, roll products , sparkling wine, napkins, rolls/buns, chocolate marshmallow, shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers, fruit/vegetable juice, turkey, oil, citrus fruit, margarine, soda, rolls/buns, chocolate, tropical fruit, whole milk, whole milk, chicken, other vegetables, brown bread, whole milk, pork, frankfurter, rolls/buns, soda, soda, sausage, whole milk, pastry, sausage, newspapers, bottled water, chicken, rolls/buns, domestic eggs, newspapers, yogurt, whole milk, tropical fruit, whole milk, onions, whipped/sour cream, citrus fruit, yogurt, liquor, yogurt, other vegetables, candy, rolls/buns, other vegetables, dessert, curd, yogurt, sugar, tropical fruit, whole milk, rolls/buns, whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda, brown bread, rolls/buns, bottled beer, yogurt, other vegetables, cat food, yogurt, tropical fruit, root vegetables, root vegetables, UHT-milk, pip fruit, soda, salt, pip fruit, pastry, yogurt, coffee, frozen vegetables, yogurt, bottled water, soda, organic sausage, yogurt, potato products, dessert, bottled beer, sugar, bottled beer, newspapers, photo/film, cream cheese , bottled beer, brown bread, yogurt, cling film/bags, whipped/sour cream, sugar, frozen fish, salty snack, candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, whole milk, beef, dessert, cling film/bags, pork, other vegetables, root vegetables, ham, frozen vegetables, tropical fruit, pip fruit, sweet spreads, photo/film, beverages, whole milk, frankfurter, chicken, sausage, tropical fruit, condensed milk, sausage, root vegetables, chocolate, pip fruit, frankfurter, chicken, curd, berries, beef, canned beer, butter milk, pasta, pork, pip fruit, frankfurter, onions, sausage, tropical fruit, citrus fruit, brown bread, ham, whole milk, rolls/buns, rolls/buns, berries, coffee, onions, bottled beer, soda, beverages, whole milk, salty snack, pip fruit, whole milk, rolls/buns, other vegetables, coffee, frozen meals, cream cheese , rolls/buns, tropical fruit, citrus fruit, long life bakery product, frozen dessert, other vegetables, whole milk, dessert, fruit/vegetable juice, jam, bottled water, whole milk, yogurt, candy, newspapers, snack products, bottled beer, napkins, shopping bags,,,,,,,,,,,,,,,,,
hamburger meat, grapes, tropical fruit, white bread, tropical fruit, pip fruit, curd, other vegetables, curd, domestic eggs, frozen vegetables, tropical fruit, pip fruit, roll products , other vegetables, rolls/buns, liquor, domestic eggs, pasta, rolls/buns, softener, canned beer, butter milk, butter, dishes, other vegetables, frozen potato products, toilet cleaner, pastry, soda, canned beer, napkins, bottled water, domestic eggs, potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, frankfurter, other vegetables, oil, whole milk, sausage, butter, other vegetables, other vegetables, yogurt, other vegetables, pork, sausage, beverages, whole milk, frozen vegetables, soda, citrus fruit, sausage, chicken, bottled beer, rolls/buns, yogurt, beef, soda, canned beer, sausage, tropical fruit, coffee, yogurt, bottled beer, chewing gum, onions, onions, other vegetables, oil, newspapers, whipped/sour cream, domestic eggs, pastry, UHT-milk, other vegetables, yogurt, whole milk, sparkling wine, chocolate, whole milk, sliced cheese, abrasive cleaner, fruit/vegetable juice, bottled beer, hygiene articles, napkins, chocolate, pasta, newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, butter milk, yogurt, chicken, meat spreads, onions, soda, citrus fruit, pastry, bottled water, root vegetables, ham, fruit/vegetable juice, tropical fruit, hamburger meat, bottled beer, other vegetables, fruit/vegetable juice, other vegetables, pastry, whipped/sour cream, domestic eggs, long life bakery product, citrus fruit, whipped/sour cream, chocolate, canned beer, soda, UHT-milk, packaged fruit/vegetables, pastry, pastry, cat food, whole milk, newspapers, whole milk, napkins, shopping bags, specialty bar, margarine, sugar, waffles, canned vegetables, rolls/buns, flour, napkins, dental care, pastry, bottled water, misc. beverages, margarine, margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables, bottled water, sugar, pip fruit, soft cheese, canned beer, finished products, other vegetables, other vegetables, pork, specialty chocolate, berries, ham, whole milk, pip fruit, frozen dessert, fruit/vegetable juice, herbs, pip fruit, bottled water, other vegetables, whole milk, pork, flour, liquor, sauces, domestic eggs, cling film/bags, margarine, frozen meals, Instant food products, newspapers, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, root vegetables, rolls/buns, pastry, yogurt, bottled water, pip fruit, yogurt, bottled beer, pip fruit, oil, root vegetables, dishes, rolls/buns, bottled beer, rolls/buns, whole milk, other vegetables, white bread, frozen vegetables, curd, newspapers, meat spreads, condensed milk, seasonal products, rolls/buns, soda, newspapers, soda, herbs, Instant food products, pastry, whole milk, frozen vegetables, shopping bags, sugar, pastry, butter, pastry, flower (seeds), sliced cheese, frozen fish, pasta, salt, frozen vegetables, newspapers, frozen fish, domestic eggs, skin care, ketchup, margarine, seasonal products, yogurt, yogurt, napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, bottled water, frankfurter, butter milk, canned beer, tropical fruit, sausage, pip fruit, frankfurter, curd, sausage, hamburger meat, sausage, tropical fruit, softener, chocolate, citrus fruit, rolls/buns, whole milk, rolls/buns, root vegetables, napkins, domestic eggs, white wine, dessert, other vegetables, dessert, frozen vegetables, whipped/sour cream, canned vegetables, other vegetables, salty snack, brown bread, root vegetables, margarine, candy, sauces, specialty bar, specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham, frankfurter, frozen meals, yogurt, other vegetables, hygiene articles, newspapers, pot plants, hamburger meat, curd, rolls/buns, butter, root vegetables, other vegetables, frozen fish, berries, other vegetables, curd, newspapers, canned beer, mustard, root vegetables, waffles, newspapers, salty snack, specialty chocolate, pastry, bottled water, roll products , margarine, curd, bottled beer, chocolate, softener, root vegetables, brown bread, shopping bags, soda, pastry, salty snack, flour, bottled water, whole milk, long life bakery product, soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, packaged fruit/vegetables, pork, chicken, ice cream, chicken, male cosmetics, meat, brandy, pork, herbs, pip fruit, rolls/buns, chicken, misc. beverages, hamburger meat, organic sausage, UHT-milk, frozen meals, citrus fruit, whole milk, pork, cream cheese , citrus fruit, whole milk, canned fish, tropical fruit, chicken, pork, ham, pip fruit, rolls/buns, bottled beer, whole milk, pet care, yogurt, other vegetables, roll products , butter milk, root vegetables, mustard, other vegetables, organic sausage, soda, soda, yogurt, pip fruit, newspapers, whipped/sour cream, other vegetables, soda, seasonal products, yogurt, napkins, condensed milk, shopping bags, pastry, dessert, specialty chocolate, cat food, whole milk, whipped/sour cream, pastry, dishes, oil, dish cleaner, oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt, oil, coffee, yogurt, pip fruit, tropical fruit, tropical fruit, yogurt, sugar, other vegetables, processed cheese, whole milk, rolls/buns, whole milk, canned beer, yogurt, root vegetables, canned beer, pork, specialty bar, yogurt, pip fruit, coffee, frozen potato products, brown bread, pasta, bottled water, fish, soda, other vegetables, fruit/vegetable juice, whole milk, frozen potato products, napkins, specialty chocolate, cream cheese , yogurt, domestic eggs, yogurt, specialty vegetables, canned fish, shopping bags, fruit/vegetable juice, pastry, yogurt, soda, chocolate, zwieback, chocolate, bottled water, whole milk, sweet spreads, long life bakery product, frozen vegetables, frozen meals, tea, Instant food products, artif. sweetener, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, sausage, citrus fruit, canned beer, sausage, coffee, liver loaf, soda, other vegetables, sliced cheese, hamburger meat, beef, tropical fruit, butter, frankfurter, sausage, whole milk, root vegetables, chicken, berries, tropical fruit, whole milk, chicken, beverages, fruit/vegetable juice, prosecco, pip fruit, rolls/buns, processed cheese, beef, root vegetables, white bread, bottled water, bottled water, whipped/sour cream, tropical fruit, other vegetables, pip fruit, cream cheese , chocolate, whole milk, fruit/vegetable juice, newspapers, citrus fruit, domestic eggs, whole milk, bottled water, sliced cheese, napkins, canned beer, dessert, ice cream, soda, root vegetables, other vegetables, waffles, syrup, soda, pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken, sausage, citrus fruit, newspapers, sausage, sliced cheese, ham, specialty chocolate, domestic eggs, bottled water, margarine, ice cream, beef, other vegetables, yogurt, long life bakery product, yogurt, sugar, frozen fruits, yogurt, yogurt, candy, onions, female sanitary products, sugar, root vegetables, specialty bar, soda, white bread, kitchen towels, grapes, salty snack, rolls/buns, soda, UHT-milk, whole milk, fruit/vegetable juice, domestic eggs, bottled water, domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries, other vegetables, pip fruit, UHT-milk, pork, frankfurter, yogurt, other vegetables, whole milk, yogurt, frankfurter, bottled water, bottled beer, soda, hamburger meat, other vegetables, root vegetables, sausage, frankfurter, beverages, beef, sparkling wine, tropical fruit, pork, whole milk, whole milk, brown bread, semi-finished bread, tropical fruit, beef, baking powder, other vegetables, salt, citrus fruit, other vegetables, yogurt, soups, pastry, root vegetables, pip fruit, whole milk, hamburger meat, other vegetables, chicken, domestic eggs, other vegetables, cream cheese , brown bread, rolls/buns, softener, rolls/buns, bottled water, whole milk, vinegar, shopping bags, dessert, newspapers, processed cheese, salty snack, rolls/buns, white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat, whole milk, dessert, rolls/buns, beverages, rolls/buns, chicken, root vegetables, white bread, brown bread, whole milk, root vegetables, whole milk, butter, pip fruit, rice, hard cheese, margarine, processed cheese, whole milk, white wine, whipped/sour cream, dishes, rolls/buns, pastry, herbs, shopping bags, fruit/vegetable juice, seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat, frankfurter, other vegetables, canned vegetables, yogurt, whipped/sour cream, meat, pastry, frankfurter, waffles, pip fruit, meat, butter milk, citrus fruit, beverages, chicken, frankfurter, yogurt, pip fruit, yogurt, soda, ice cream, sausage, beef, bottled water, whole milk, frankfurter, other vegetables, frozen dessert, shopping bags, frozen vegetables, rolls/buns, liquor, whole milk, white wine, root vegetables, grapes, ketchup, other vegetables, soda, other vegetables, pot plants, soups, butter milk, chocolate, beef, pip fruit, rolls/buns, citrus fruit, ice cream, other vegetables, onions, whole milk, whipped/sour cream, chocolate, coffee, napkins, whole milk, cream cheese , cream cheese , frozen vegetables, soda, cream cheese , zwieback, canned vegetables, canned fruit, shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, cream cheese , whole milk, white bread, ham, whole milk, onions, soda, other vegetables, whole milk, napkins, tropical fruit, tropical fruit, specialty chocolate, specialty bar, long life bakery product, frozen dessert, bottled water, beverages, other vegetables, curd, root vegetables, butter milk, mayonnaise, whipped/sour cream, detergent, domestic eggs, bottled water, white bread, hamburger meat, pastry, dessert, cream cheese , margarine, pastry, fruit/vegetable juice, rolls/buns, frozen vegetables, dessert, cream cheese , soda, frozen meals, rolls/buns, soda, waffles, soda, light bulbs, soda, sugar, cake bar, long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork, whole milk, butter, sausage, frankfurter, root vegetables, frankfurter, rolls/buns, whole milk, root vegetables, chicken, pork, curd, pork, frankfurter, sausage, candy, ham, chicken, citrus fruit, whipped/sour cream, soda, whole milk, brandy, brown bread, sausage, pork, tropical fruit, UHT-milk, popcorn, pasta, canned beer, herbs, margarine, long life bakery product, rolls/buns, coffee, canned beer, rolls/buns, whole milk, long life bakery product, rolls/buns, frozen vegetables, cling film/bags, grapes, UHT-milk, brown bread, other vegetables, whole milk, whipped/sour cream, yogurt, chewing gum, frozen dessert, grapes, shopping bags, newspapers, baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar, whole milk, hard cheese, bottled beer, domestic eggs, brown bread, sugar, rolls/buns, whole milk, newspapers, soda, cream cheese , whole milk, bottled water, soda, yogurt, other vegetables, whole milk, pickled vegetables, instant coffee, white bread, cake bar, napkins, fruit/vegetable juice, shopping bags, soda, pip fruit, dishes, soft cheese, fruit/vegetable juice, soda, yogurt, cat food, bottled water, long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, sugar, canned beer, pork, finished products, sausage, brown bread, frankfurter, specialty chocolate, chicken, pork, soda, cream cheese , beef, hamburger meat, condensed milk, bottled water, other vegetables, whipped/sour cream, sausage, frankfurter, pork, turkey, onions, frozen dessert, whole milk, pip fruit, whole milk, curd, white bread, liquor, pasta, brown bread, domestic eggs, sliced cheese, citrus fruit, soda, other vegetables, sugar, brown bread, grapes, curd, hard cheese, fruit/vegetable juice, yogurt, root vegetables, chocolate, candy, tropical fruit, shopping bags, soda, other vegetables, whole milk, brown bread, sauces, canned fish, brown bread, pastry, sliced cheese, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert, ham, dishes, other vegetables, chewing gum, hygiene articles, root vegetables, bottled beer, hamburger meat, whole milk, canned beer, beef, liver loaf, other vegetables, root vegetables, other vegetables, other vegetables, canned vegetables, bottled beer, brown bread, other vegetables, onions, tropical fruit, white bread, yogurt, whole milk, butter, whole milk, frozen fish, soda, condensed milk, hygiene articles, bottled beer, pastry, yogurt, seasonal products, rolls/buns, pasta, fruit/vegetable juice, oil, bottled beer, yogurt, yogurt, popcorn, frozen vegetables, margarine, dessert, curd, detergent, cleaner, fruit/vegetable juice, dish cleaner, salty snack, bottled beer, whipped/sour cream, chocolate, cream cheese , bottled water, pastry, bottled water, fruit/vegetable juice, soap, coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pot plants, whole milk, root vegetables, chicken, finished products, finished products, other vegetables, other vegetables, pork, herbs, onions, napkins, canned beer, sausage, pip fruit, citrus fruit, pork, pork, other vegetables, sausage, chicken, UHT-milk, other vegetables, pork, oil, liver loaf, sausage, other vegetables, whole milk, beef, whole milk, root vegetables, liquor, citrus fruit, yogurt, other vegetables, bottled water, yogurt, whole milk, citrus fruit, whole milk, citrus fruit, tropical fruit, whipped/sour cream, dessert, onions, root vegetables, pip fruit, white bread, curd, waffles, hygiene articles, rolls/buns, whipped/sour cream, candles, berries, white bread, bottled water, fruit/vegetable juice, prosecco, domestic eggs, whole milk, ice cream, soft cheese, spread cheese, chocolate, whipped/sour cream, waffles, oil, waffles, domestic eggs, whipped/sour cream, white bread, domestic eggs, sugar, whole milk, red/blush wine,,,,,,,,,,,,,,,,,,,
citrus fruit, bottled water, house keeping products, hamburger meat, chewing gum, dessert, canned beer, tropical fruit, root vegetables, pork, root vegetables, whole milk, rolls/buns, cat food, condensed milk, specialty bar, salt, pastry, spread cheese, sliced cheese, root vegetables, semi-finished bread, domestic eggs, shopping bags, newspapers, candy, yogurt, waffles, soda, coffee, waffles, rolls/buns, canned fish, other vegetables, napkins, yogurt, sparkling wine, chocolate, cocoa drinks, domestic eggs, rolls/buns, frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef, frankfurter, butter, frankfurter, specialty bar, soda, citrus fruit, hamburger meat, whole milk, shopping bags, sausage, condensed milk, root vegetables, sausage, beef, frankfurter, chocolate marshmallow, beef, tropical fruit, whole milk, citrus fruit, whole milk, berries, whole milk, pet care, pastry, pastry, meat, white wine, pork, whole milk, fruit/vegetable juice, condensed milk, domestic eggs, newspapers, other vegetables, tropical fruit, frozen meals, whole milk, whole milk, bottled beer, bottled beer, yogurt, packaged fruit/vegetables, whole milk, ice cream, other vegetables, domestic eggs, detergent, rolls/buns, yogurt, yogurt, grapes, UHT-milk, chewing gum, oil, yogurt, pip fruit, salty snack, kitchen towels, artif. sweetener, sugar, other vegetables, napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit, meat, other vegetables, sausage, rolls/buns, semi-finished bread, citrus fruit, pip fruit, root vegetables, pickled vegetables, fish, fruit/vegetable juice, bottled beer, berries, tropical fruit, pork, yogurt, tropical fruit, citrus fruit, butter, white wine, whole milk, other vegetables, other vegetables, beef, whipped/sour cream, salt, red/blush wine, curd, domestic eggs, pip fruit, domestic eggs, cling film/bags, condensed milk, UHT-milk, root vegetables, flower (seeds), ice cream, bottled beer, mustard, rolls/buns, soft cheese, white bread, soda, long life bakery product, soda, other vegetables, cream cheese , salty snack, rolls/buns, sliced cheese, whipped/sour cream, margarine, herbs, rolls/buns, yogurt, cat food, dessert, long life bakery product, liquor, rolls/buns, coffee, margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit, pork, chicken, soda, rolls/buns, tropical fruit, ice cream, sausage, yogurt, sausage, hard cheese, nuts/prunes, butter, ham, root vegetables, soda, citrus fruit, citrus fruit, instant coffee, whole milk, citrus fruit, canned vegetables, sausage, domestic eggs, other vegetables, cream cheese , margarine, rolls/buns, salty snack, tropical fruit, pastry, butter milk, butter, grapes, dish cleaner, red/blush wine, semi-finished bread, butter, butter, cleaner, beef, whole milk, specialty chocolate, bottled beer, mustard, long life bakery product, soda, rolls/buns, whole milk, rolls/buns, other vegetables, domestic eggs, citrus fruit, whole milk, brown bread, red/blush wine, soda, frozen fruits, house keeping products, pastry, semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins, pork, bottled beer, citrus fruit, berries, chicken, whole milk, bottled water, pork, herbs, soft cheese, bottled water, onions, brown bread, pip fruit, whipped/sour cream, soda, processed cheese, tropical fruit, specialty bar, bottled water, beverages, instant coffee, frozen potato products, whole milk, soups, sliced cheese, bottled beer, whipped/sour cream, rolls/buns, white bread, cream cheese , mayonnaise, artif. sweetener, bottled water, cat food, rolls/buns, red/blush wine, Instant food products, curd, baking powder, jam, shopping bags, coffee, whole milk, soda, pastry, chocolate, sugar, coffee, flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, soda, frankfurter, grapes, sausage, dessert, chicken, sausage, pasta, bottled water, brown bread, citrus fruit, pip fruit, sliced cheese, sausage, ham, rolls/buns, baking powder, long life bakery product, ham, canned beer, berries, grapes, yogurt, brandy, sausage, soda, ham, butter, pastry, white bread, grapes, root vegetables, tropical fruit, shopping bags, liquor, bottled water, citrus fruit, dessert, liquor, shopping bags, pickled vegetables, chocolate, curd, frozen meals, whole milk, bottled beer, candy, soda, other vegetables, canned beer, soda, yogurt, rolls/buns, hard cheese, hygiene articles, butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, citrus fruit, beef, tropical fruit, whole milk, turkey, other vegetables, other vegetables, whipped/sour cream, sausage, bottled beer, rolls/buns, whole milk, whole milk, tropical fruit, yogurt, hamburger meat, Instant food products, rolls/buns, other vegetables, tropical fruit, misc. beverages, newspapers, root vegetables, other vegetables, candy, newspapers, root vegetables, pip fruit, curd, shopping bags, sweet spreads, curd, yogurt, fruit/vegetable juice, sugar, yogurt, ice cream, popcorn, pasta, bottled beer, yogurt, baking powder, soda, liquor (appetizer), margarine, other vegetables, brown bread, misc. beverages, brown bread, yogurt, UHT-milk, onions, yogurt, sugar, soda, domestic eggs, bottled water, long life bakery product, chocolate, sparkling wine, cream cheese , dishes, fruit/vegetable juice, butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee, tropical fruit, spread cheese, other vegetables, whole milk, canned beer, whole milk, chicken, tropical fruit, root vegetables, whole milk, pip fruit, ham, canned beer, rolls/buns, frankfurter, frankfurter, frankfurter, ice cream, whole milk, pastry, butter, shopping bags, citrus fruit, sausage, yogurt, yogurt, rolls/buns, specialty cheese, pip fruit, misc. beverages, margarine, whipped/sour cream, yogurt, herbs, rolls/buns, frozen vegetables, yogurt, male cosmetics, hard cheese, whipped/sour cream, frozen meals, curd, cake bar, margarine, other vegetables, yogurt, pastry, butter, canned beer, yogurt, frozen meals, rolls/buns, rolls/buns, specialty cheese, soda, soda, rolls/buns, cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, newspapers, rolls/buns, whole milk, root vegetables, other vegetables, oil, canned beer, chicken, chicken, tropical fruit, other vegetables, citrus fruit, yogurt, curd, root vegetables, UHT-milk, frozen vegetables, domestic eggs, candy, detergent, other vegetables, canned beer, root vegetables, coffee, bottled beer, dishes, baking powder, other vegetables, frozen vegetables, cat food, other vegetables, domestic eggs, bottled water, other vegetables, coffee, margarine, yogurt, bottled water, frozen vegetables, frozen vegetables, other vegetables, onions, fruit/vegetable juice, white bread, butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat, coffee, baking powder, beverages, tropical fruit, whole milk, citrus fruit, sausage, domestic eggs, ham, misc. beverages, beef, potato products, rolls/buns, rolls/buns, meat, pastry, frankfurter, sausage, ham, flower soil/fertilizer, frankfurter, tropical fruit, pork, bottled beer, meat, whole milk, root vegetables, tropical fruit, whole milk, root vegetables, beef, bottled water, butter, other vegetables, other vegetables, whole milk, whipped/sour cream, waffles, rolls/buns, long life bakery product, waffles, domestic eggs, salty snack, whole milk, soda, napkins, rum, bottled beer, tropical fruit, soups, whole milk, yogurt, frozen vegetables, cling film/bags, Instant food products, ice cream, specialty bar, whipped/sour cream, whipped/sour cream, newspapers, flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread, other vegetables, spices, specialty bar, beef, tropical fruit, newspapers, other vegetables, fruit/vegetable juice, frozen vegetables, yogurt, whole milk, soft cheese, whole milk, newspapers, rolls/buns, specialty chocolate, whole milk, sausage, other vegetables, soda, shopping bags, other vegetables, whole milk, other vegetables, citrus fruit, berries, berries, canned beer, shopping bags, pastry, other vegetables, butter milk, misc. beverages, rolls/buns, sauces, salty snack, frozen meals, soda, salty snack, whipped/sour cream, white wine, soda, canned beer, rubbing alcohol, newspapers, soda, newspapers, misc. beverages, fruit/vegetable juice, shopping bags, dishes, cream cheese , chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, coffee, misc. beverages, whole milk, beef, shopping bags, canned beer, soda, rolls/buns, beverages, berries, white bread, whole milk, hamburger meat, root vegetables, brown bread, frankfurter, other vegetables, pork, ham, white bread, rolls/buns, tropical fruit, root vegetables, soda, other vegetables, root vegetables, instant coffee, grapes, berries, chocolate, other vegetables, rolls/buns, long life bakery product, candles, rolls/buns, root vegetables, newspapers, bottled water, root vegetables, butter, root vegetables, frozen vegetables, bottled water, whipped/sour cream, flour, white bread, whipped/sour cream, pastry, shopping bags, rolls/buns, flour, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, sausage, chocolate, citrus fruit, sausage, pasta, pastry, cleaner, whole milk, frozen vegetables, curd, salt, fruit/vegetable juice, dessert, brown bread, curd, whipped/sour cream, ice cream, onions, soda, whole milk, domestic eggs, curd, whole milk, rice, red/blush wine, fruit/vegetable juice, pastry, packaged fruit/vegetables, domestic eggs, napkins, cooking chocolate, roll products , waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables, rolls/buns, tropical fruit, frozen potato products, canned beer, pastry, pork, ham, UHT-milk, frozen chicken, pork, bottled beer, root vegetables, liver loaf, hard cheese, citrus fruit, pip fruit, sausage, root vegetables, curd, margarine, bottled beer, margarine, misc. beverages, coffee, pastry, berries, specialty chocolate, dessert, curd, cream cheese , canned vegetables, canned beer, curd, rolls/buns, chewing gum, frozen vegetables, cream cheese , domestic eggs, canned fruit, fruit/vegetable juice, nut snack, candy, newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork, citrus fruit, long life bakery product, beef, whole milk, other vegetables, pork, grapes, beef, napkins, beef, herbs, pip fruit, whole milk, soda, chicken, tropical fruit, UHT-milk, yogurt, whole milk, butter milk, white bread, canned vegetables, candles, brown bread, skin care, rolls/buns, packaged fruit/vegetables, margarine, citrus fruit, processed cheese, cereals, coffee, brown bread, dish cleaner, flower (seeds), soda, soft cheese, seasonal products, shopping bags, roll products , detergent, baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk, citrus fruit, frankfurter, other vegetables, shopping bags, fish, sausage, frankfurter, pip fruit, frankfurter, fish, frankfurter, ice cream, rolls/buns, whole milk, rolls/buns, misc. beverages, hygiene articles, sausage, other vegetables, dessert, berries, pork, soda, sausage, chicken, chicken, root vegetables, ice cream, pasta, coffee, brown bread, berries, misc. beverages, UHT-milk, brown bread, baking powder, specialty bar, whole milk, other vegetables, rolls/buns, other vegetables, tropical fruit, rolls/buns, cream cheese , shopping bags, canned fish, soda, domestic eggs, other vegetables, packaged fruit/vegetables, canned beer, oil, soda, other vegetables, cream cheese , soda, coffee, tidbits, specialty bar, rolls/buns, misc. beverages, rolls/buns, hard cheese, popcorn, hygiene articles, shopping bags, chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
